g,river,region_id,region_name,flower_png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
5,NORTH_BADDECK.MIDDLE,5,NORTH_BADDECK.MIDDLE,tempdata/flower_NORTH_BADDECK.MIDDLE.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
6,SALMON_MIRA,6,SALMON_MIRA,tempdata/flower_SALMON_MIRA.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
7,SALMON_MIRA.1,7,SALMON_MIRA.1,tempdata/flower_SALMON_MIRA.1.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
8,RIVER_INHABITANTS,8,RIVER_INHABITANTS,tempdata/flower_RIVER_INHABITANTS.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
9,RIVER_DENYS.BIG,9,RIVER_DENYS.BIG,tempdata/flower_RIVER_DENYS.BIG.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
10,TIDNISH_SHINIMICAS,10,TIDNISH_SHINIMICAS,tempdata/flower_TIDNISH_SHINIMICAS.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
11,MISSAGUASH,11,MISSAGUASH,tempdata/flower_MISSAGUASH.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
12,PHILIP_WALLACE,12,PHILIP_WALLACE,tempdata/flower_PHILIP_WALLACE.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
13,GRAND,13,GRAND,tempdata/flower_GRAND.png
