COUNTY,NAME,EASTING,NORTHING,CAPTURE DATE,SPECIES COMMON NAME,CAPTURE METHOD NAME,ORIGIN
Hants,PENTZ,435803,4970180,07/10/1978,Brook Trout,100 ft gill net,Natural Occurrence
Hants,PENTZ,435803,4970180,07/10/1978,White Perch,100 ft gill net,Natural Occurrence
Hants,PENTZ,435803,4970180,07/10/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Hants,PENTZ,435803,4970180,07/10/1978,American Eel,300 ft gill net,Natural Occurrence
Hants,PENTZ,435803,4970180,07/10/1978,White Sucker,100 ft gill net,Natural Occurrence
Hants,PENTZ,435803,4970180,07/10/1978,Golden Shiner,300 ft gill net,Natural Occurrence
Hants,PIGOTT,430755,4975480,01/01/1994,Smallmouth Bass,angling,Illegal Introduction
Hants,PIGOTT,430755,4975480,01/01/1994,Chain Pickerel,angling,Illegal Introduction
Hants,PIGOTT,430755,4975480,07/24/1980,Brook Trout,visual observation,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,Yellow Perch,100 ft gill net,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,American Eel,100 ft gill net,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,White Sucker,100 ft gill net,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,Lake Chub,seine net,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,Golden Shiner,100 ft gill net,Natural Occurrence
Hants,PIGOTT,430755,4975480,07/24/1980,Banded Killifish,seine net,Natural Occurrence
Hants,SAVAGE,439215,4973850,06/21/1984,Brook Trout,100 ft gill net,Natural Occurrence
Hants,SAVAGE,439215,4973850,06/21/1984,American Eel,100 ft gill net,Natural Occurrence
Hants,SAVAGE,439215,4973850,06/21/1984,White Sucker,100 ft gill net,Natural Occurrence
Hants,SAVAGE,439215,4973850,06/21/1984,Lake Chub,minnow pail,Natural Occurrence
Hants,SAVAGE,439215,4973850,06/21/1984,Banded Killifish,minnow pail,Natural Occurrence
Hants,SHEY,406425,4985190,07/06/1983,American Eel,100 ft gill net,Natural Occurrence
Hants,SHEY,406425,4985190,07/06/1983,White Sucker,100 ft gill net,Natural Occurrence
Hants,SHEY,406425,4985190,07/06/1983,Golden Shiner,100 ft gill net,Natural Occurrence
Hants,SHEY,406425,4985190,07/06/1983,Nine Spine Stickleback,seine net,Natural Occurrence
Hants,SHEY,406425,4985190,07/06/1983,Banded Killifish,seine net,Natural Occurrence
Hants,SHUBENACADIE,468889,4994952,06/28/2012,Chain Pickerel,angler report,Illegal Introduction
Hants,UNIACKE,433148,4971850,09/14/2004,Smallmouth Bass,angling,Illegal Introduction
Hants,UNIACKE,433148,4971850,01/01/2001,Smallmouth Bass,unknown,Illegal Introduction
Hants,UNIACKE,433148,4971850,05/30/1995,Brook Trout,300 ft gill net,Natural Occurrence
Hants,UNIACKE,433148,4971850,05/30/1995,American Eel,100 ft gill net,Natural Occurrence
Hants,UNIACKE,433148,4971850,05/30/1995,White Sucker,300 ft gill net,Natural Occurrence
Hants,UNIACKE,433148,4971850,05/30/1995,Nine Spine Stickleback,minnow pail,Natural Occurrence
Hants,UNNAMED,419825,4979750,07/18/1984,Brook Trout,visual observation,Natural Occurrence
Hants,UNNAMED,419825,4979750,07/18/1984,White Sucker,100 ft gill net,Natural Occurrence
Hants,UNNAMED,419825,4979750,07/18/1984,Banded Killifish,minnow pail,Natural Occurrence
Hants,UNNAMED,419825,4979750,07/18/1984,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,09/10/1986,Brook Trout,300 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,09/10/1986,American Eel,300 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,09/10/1986,Lake Chub,100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,09/10/1986,Creek Chub,100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,09/10/1986,Banded Killifish,100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,08/15/1970,Brook Trout,300 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,08/15/1970,American Eel,300 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,08/15/1970,Lake Chub,100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,08/15/1970,Creek Chub,100 ft gill net,Natural Occurrence
Hants,VALLEY,439991,4988630,08/15/1970,Banded Killifish,100 ft gill net,Natural Occurrence
Hants,ZWICKER,401849,4962220,01/01/1996,Smallmouth Bass,unknown,Illegal Introduction
Hants,ZWICKER,401849,4962220,08/19/1977,White Sucker,seine net,Natural Occurrence
Hants,ZWICKER,401849,4962220,08/19/1977,Lake Chub,seine net,Natural Occurrence
Hants,ZWICKER,401849,4962220,08/19/1977,Banded Killifish,seine net,Natural Occurrence
Inverness,AINSLIE,641102,5109730,06/29/2004,Smallmouth Bass,angling,Illegal Introduction
Inverness,AINSLIE,641102,5109730,08/03/1978,Brook Trout,angling,Natural Occurrence
Inverness,AINSLIE,641102,5109730,08/03/1978,White Perch,100 ft gill net,Natural Occurrence
Inverness,AINSLIE,641102,5109730,08/03/1978,White Sucker,100 ft gill net,Natural Occurrence
Inverness,AINSLIE,641102,5109730,08/03/1978,Three Spine Stickleback,seine net,Natural Occurrence
Inverness,AINSLIE,641102,5109730,08/03/1978,Banded Killifish,seine net,Natural Occurrence
Inverness,AINSLIE,641102,5109730,08/03/1978,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Inverness,CORMIER,648397,5150550,08/23/1990,Brook Trout,visual observation,Natural Occurrence
Inverness,CORMIER,648397,5150550,08/23/1990,Banded Killifish,visual observation,Natural Occurrence
Inverness,ETANG A JOHNNY A EUSEBE,655558,5170060,08/22/1990,Three Spine Stickleback,seine net,Natural Occurrence
Inverness,ETANG A JOHNNY A EUSEBE,655558,5170060,08/22/1990,Banded Killifish,seine net,Natural Occurrence
Inverness,GLEN PONDS,652857,5080650,09/30/1986,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,GLEN PONDS,652857,5080650,09/30/1986,White Sucker,100 ft gill net,Natural Occurrence
Inverness,GLEN PONDS,652857,5080650,09/30/1986,Creek Chub,100 ft gill net,Natural Occurrence
Inverness,GLEN PONDS,652857,5080650,09/30/1986,Three Spine Stickleback,100 ft gill net,Natural Occurrence
Inverness,GLEN PONDS,652857,5080650,09/30/1986,Nine Spine Stickleback,100 ft gill net,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,Brook Trout,visual observation,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,White Perch,100 ft gill net,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,American Eel,100 ft gill net,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,White Sucker,100 ft gill net,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,Three Spine Stickleback,seine net,Natural Occurrence
Inverness,GRAND LAC,651604,5158020,08/20/1975,Alewife (Gaspereau),seine net,Natural Occurrence
Inverness,HECTOR,627469,5056390,08/21/1984,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,HORTON,625218,5059320,08/21/1974,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,HORTON,625218,5059320,08/21/1974,White Sucker,100 ft gill net,Natural Occurrence
Inverness,HORTON,625218,5059320,08/21/1974,Golden Shiner,100 ft gill net,Natural Occurrence
Inverness,HORTON,625218,5059320,08/21/1974,Alewife (Gaspereau),seine net,Natural Occurrence
Inverness,MACGREGORS,631163,5061670,05/24/1983,Atlantic Salmon,unknown,Natural Occurrence
Inverness,MACGREGORS,631163,5061670,05/24/1983,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,MACGREGORS,631163,5061670,05/24/1983,White Sucker,100 ft gill net,Natural Occurrence
Inverness,MACGREGORS,631163,5061670,05/24/1983,Three Spine Stickleback,minnow pail,Natural Occurrence
Inverness,MACGREGORS,631163,5061670,05/24/1983,Banded Killifish,minnow pail,Natural Occurrence
Inverness,MACINTYRE,634000,5057020,08/07/1974,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,MACINTYRE,634000,5057020,08/07/1974,White Perch,100 ft gill net,Natural Occurrence
Inverness,MACINTYRE,634000,5057020,08/07/1974,White Sucker,seine net,Natural Occurrence
Inverness,MACINTYRE,634000,5057020,08/07/1974,Banded Killifish,seine net,Natural Occurrence
Inverness,O'LAW  SECOND,657640,5124630,09/01/1976,Brook Trout,100 ft gill net,Natural Occurrence
Inverness,O'LAW  SECOND,657640,5124630,09/01/1976,White Sucker,100 ft gill net,Natural Occurrence
Inverness,O'LAW  SECOND,657640,5124630,09/01/1976,Three Spine Stickleback,seine net,Natural Occurrence
Inverness,PEMBROOKE,653706,5151310,08/08/1978,Brook Trout,unknown,Natural Occurrence
Inverness,PEMBROOKE,653706,5151310,08/08/1978,Banded Killifish,unknown,Natural Occurrence
Inverness,PETIT LAC,650862,5156890,08/19/1975,White Perch,100 ft gill net,Natural Occurrence
Inverness,PETIT LAC,650862,5156890,08/19/1975,Banded Killifish,seine net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Lake Chub,seine net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Three Spine Stickleback,seine net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Nine Spine Stickleback,seine net,Natural Occurrence
Kings,ARMSTRONG,362290,4959350,08/31/1976,Banded Killifish,100 ft gill net,Natural Occurrence
Kings,AYLESFORD,368899,4978360,01/01/2009,Chain Pickerel,angling,Illegal Introduction
Kings,AYLESFORD,368899,4978360,06/12/1978,Brook Trout,unknown,Natural Occurrence
Kings,AYLESFORD,368899,4978360,06/12/1978,White Perch,unknown,Natural Occurrence
Kings,AYLESFORD,368899,4978360,06/12/1978,Yellow Perch,unknown,Natural Occurrence
Kings,AYLESFORD,368899,4978360,06/12/1978,Brown Bullhead,unknown,Natural Occurrence
Kings,AYLESFORD,368899,4978360,06/12/1978,White Sucker,unknown,Natural Occurrence
Kings,AYLESFORD,368899,4978360,01/01/1975,Smallmouth Bass,unknown,Illegal Introduction
Kings,BIRCH,353791,4971480,07/26/1976,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,BIRCH,353791,4971480,07/26/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,BIRCH,353791,4971480,07/26/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,BIRCH,353791,4971480,07/26/1976,Banded Killifish,seine net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,01/01/2010,Smallmouth Bass,angling,Illegal Introduction
Kings,BLACK DUCK,364044,4952660,01/01/1995,Smallmouth Bass,angling,Illegal Introduction
Kings,BLACK DUCK,364044,4952660,07/12/1978,Brook Trout,100 ft gill net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,07/12/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,07/12/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,07/12/1978,Creek Chub,100 ft gill net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,07/12/1978,Golden Shiner,seine net,Natural Occurrence
Kings,BLACK DUCK,364044,4952660,07/12/1978,Banded Killifish,seine net,Natural Occurrence
Kings,BLACK RIVER,389670,4976500,07/30/1978,White Perch,unknown,Natural Occurrence
Kings,BLACK RIVER,389670,4976500,07/30/1978,Brown Bullhead,unknown,Natural Occurrence
Kings,BLACK RIVER,389670,4976500,07/30/1978,White Sucker,unknown,Natural Occurrence
Kings,BLACK RIVER,389670,4976500,01/01/1967,Smallmouth Bass,unknown,Legal Introduction
Kings,BOOT,360547,4972100,09/08/1981,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,BOOT,360547,4972100,09/08/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,BOOT,360547,4972100,09/08/1981,American Eel,unknown,Natural Occurrence
Kings,BOOT,360547,4972100,09/08/1981,White Sucker,100 ft gill net,Natural Occurrence
Kings,BOOT,360547,4972100,09/08/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,Brook Trout,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,American Eel,unknown,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,White Sucker,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,06/24/1981,Banded Killifish,seine net,Natural Occurrence
Kings,BURKE,367376,4952340,07/10/1968,Brook Trout,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,07/10/1968,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,07/10/1968,White Sucker,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,07/10/1968,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,BURKE,367376,4952340,07/10/1968,Banded Killifish,seine net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Brook Trout,100 ft gill net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Lake Chub,100 ft gill net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Nine Spine Stickleback,seine net,Natural Occurrence
Kings,CHAIN,361189,4961910,09/08/1976,Banded Killifish,unknown,Natural Occurrence
Kings,CLOUD,350776,4969300,08/03/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,CLOUD,350776,4969300,08/03/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,COLWELL,374631,4967710,08/30/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,COLWELL,374631,4967710,08/30/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,COLWELL,374631,4967710,08/30/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,COLWELL,374631,4967710,08/30/1978,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,COLWELL ROUND,373677,4967070,08/21/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,COLWELL ROUND,373677,4967070,08/21/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,COLWELL ROUND,373677,4967070,08/21/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,COLWELL ROUND,373677,4967070,08/21/1978,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,Brook Trout,100 ft gill net,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,American Eel,visual observation,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,Nine Spine Stickleback,seine net,Natural Occurrence
Kings,EAST TWIN,357683,4960070,08/23/1976,Banded Killifish,seine net,Natural Occurrence
Kings,ELL,358149,4955700,08/24/1978,Brook Trout,100 ft gill net,Natural Occurrence
Kings,ELL,358149,4955700,08/24/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,ELL,358149,4955700,08/24/1978,American Eel,100 ft gill net,Natural Occurrence
Kings,FOX,356256,4969350,08/01/1978,Brook Trout,100 ft gill net,Natural Occurrence
Kings,FOX,356256,4969350,08/01/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,FOX,356256,4969350,08/01/1978,Banded Killifish,seine net,Natural Occurrence
Kings,FROG,353437,4966220,08/23/1978,Brook Trout,100 ft gill net,Natural Occurrence
Kings,FROG,353437,4966220,08/23/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,FROG,353437,4966220,08/23/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,FROG,353437,4966220,08/23/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,American Eel,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,Lake Chub,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,HARDWOOD,369911,4967140,06/12/1978,Banded Killifish,seine net,Natural Occurrence
Kings,HUDSON,379018,4971870,06/27/1980,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,HUDSON,379018,4971870,06/27/1980,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,HUDSON,379018,4971870,06/27/1980,American Eel,100 ft gill net,Natural Occurrence
Kings,HUDSON,379018,4971870,06/27/1980,White Sucker,100 ft gill net,Natural Occurrence
Kings,HUDSON,379018,4971870,06/27/1980,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,LAKE PAUL,367315,4965251,05/20/2012,Chain Pickerel,angler report,Illegal Introduction
Kings,LITTLE RIVER,384266,4979300,09/14/2005,White Perch,unknown,Natural Occurrence
Kings,LITTLE RIVER,384266,4979300,09/14/2005,Yellow Perch,unknown,Natural Occurrence
Kings,LITTLE RIVER,384266,4979300,09/14/2005,Brown Bullhead,unknown,Natural Occurrence
Kings,LITTLE RIVER,384266,4979300,01/01/1997,Chain Pickerel,angling,Illegal Introduction
Kings,LITTLE RIVER,384266,4979300,01/01/1967,Smallmouth Bass,unknown,Legal Introduction
Kings,LOON,368327,4972910,06/22/1978,White Perch,100 ft gill net,Natural Occurrence
Kings,LOON,368327,4972910,06/22/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,LOON,368327,4972910,06/22/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,LOON,368327,4972910,06/22/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,LOON,368327,4972910,06/22/1978,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,LOON,368327,4972910,01/01/1975,Smallmouth Bass,unknown,Illegal Introduction
Kings,MACK,359834,4951840,07/17/1978,Brook Trout,100 ft gill net,Natural Occurrence
Kings,MACK,359834,4951840,07/17/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,MACK,359834,4951840,07/17/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,MACK,359834,4951840,07/17/1978,Banded Killifish,seine net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,01/01/2002,Smallmouth Bass,unknown,Illegal Introduction
Kings,MIDCONNER,363079,4966890,09/23/1981,Brook Trout,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,09/23/1981,Yellow Perch,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,09/23/1981,Brown Bullhead,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,09/23/1981,American Eel,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,09/23/1981,White Sucker,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,09/23/1981,Common Shiner,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Brook Trout,100 ft gill net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,White Sucker,100 ft gill net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Lake Chub,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Golden Shiner,unknown,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Common Shiner,100 ft gill net,Natural Occurrence
Kings,MIDCONNER,363079,4966890,07/11/1968,Banded Killifish,unknown,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,Brook Trout,100 ft gill net,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,MISTAKE,356894,4963500,08/18/1976,Banded Killifish,seine net,Natural Occurrence
Kings,MURPHY,379808,4973390,01/01/1984,Smallmouth Bass,unknown,Legal Introduction
Kings,MURPHY,379808,4973390,08/12/1981,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Brook Trout,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Lake Chub,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Creek Chub,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Three Spine Stickleback,visual observation,Natural Occurrence
Kings,NIMCHIN PAGE,365330,4962610,09/01/1976,Nine Spine Stickleback,visual observation,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,09/13/2004,Smallmouth Bass,angling,Illegal Introduction
Kings,NORTH TWIN,364144,4969200,01/01/1994,Smallmouth Bass,angling,Illegal Introduction
Kings,NORTH TWIN,364144,4969200,09/03/1981,Brook Trout,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,09/03/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,09/03/1981,American Eel,visual observation,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,09/03/1981,White Sucker,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,Brook Trout,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,American Eel,visual observation,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,White Sucker,100 ft gill net,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,Lake Chub,unknown,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,Golden Shiner,unknown,Natural Occurrence
Kings,NORTH TWIN,364144,4969200,07/09/1968,Banded Killifish,unknown,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,Brook Trout,100 ft gill net,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,American Eel,unknown,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,White Sucker,100 ft gill net,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,Creek Chub,100 ft gill net,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,Golden Shiner,minnow pail,Natural Occurrence
Kings,OAK,361072,4968990,09/08/1981,Banded Killifish,minnow pail,Natural Occurrence
Kings,OAK,361072,4968990,08/03/1967,Brook Trout,unknown,Natural Occurrence
Kings,OAK,361072,4968990,08/03/1967,Brown Bullhead,unknown,Natural Occurrence
Kings,OAK,361072,4968990,08/03/1967,White Sucker,unknown,Natural Occurrence
Kings,OAK,361072,4968990,08/03/1967,Golden Shiner,unknown,Natural Occurrence
Kings,OAK,361072,4968990,08/03/1967,Banded Killifish,unknown,Natural Occurrence
Kings,PAUL,366310,4968820,01/01/2002,Smallmouth Bass,unknown,Unknown
Kings,PAUL,366310,4968820,01/01/2002,Chain Pickerel,unknown,Illegal Introduction
Kings,PAUL,366310,4968820,08/12/1976,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,PAUL,366310,4968820,08/12/1976,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,PAUL,366310,4968820,08/12/1976,White Sucker,100 ft gill net,Natural Occurrence
Kings,PAUL,366310,4968820,08/12/1976,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,PAUL,366310,4968820,08/12/1976,Banded Killifish,seine net,Natural Occurrence
Kings,RANDALL,355811,4973070,07/03/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,RANDALL,355811,4973070,07/03/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,RANDALL,355811,4973070,07/03/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,SHELL CAMP,357413,4966660,07/25/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,SHELL CAMP,357413,4966660,07/25/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,SHELL CAMP,357413,4966660,07/25/1978,White Sucker,100 ft gill net,Natural Occurrence
Kings,SHELL CAMP,357413,4966660,07/25/1978,Banded Killifish,seine net,Natural Occurrence
Kings,SILVER,374525,4996810,01/01/2010,Smallmouth Bass,unknown,Illegal Introduction
Kings,SILVER,374525,4996810,01/01/1992,Smallmouth Bass,unknown,Illegal Introduction
Kings,SILVER,374525,4996810,06/17/1984,Brook Trout,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,White Perch,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,Yellow Perch,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,Brown Bullhead,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,White Sucker,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,Golden Shiner,unknown,Natural Occurrence
Kings,SILVER,374525,4996810,06/17/1984,Banded Killifish,unknown,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,08/28/1981,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,08/28/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,08/28/1981,American Eel,visual observation,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,08/28/1981,White Sucker,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,08/28/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,06/12/1978,Yellow Perch,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,06/12/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,06/12/1978,American Eel,visual observation,Natural Occurrence
Kings,SOUTH RIVER,363595,4973860,06/12/1978,White Sucker,100 ft gill net,Natural Occurrence
