,river,g,mean_priority,metric,value,norm,score,goal
804,SISSIBOO_BEAR.1,37,0.399464966,Temp_Vel_avg,45.40976513,100,100,Temp_Vel_avg
805,SISSIBOO_BEAR.1,37,0.399464966,X_stream_avg,0.601466063,48.81831038,48.81831038,X_stream_avg
806,SISSIBOO_BEAR.1,37,0.399464966,AqBarrier_avg,0.029339569,5.440673973,5.440673973,AqBarrier_avg
807,SISSIBOO_BEAR.1,37,0.399464966,urban_land_avg,8.3955492,33.16523646,33.16523646,urban_land_avg
808,SISSIBOO_BEAR.1,37,0.399464966,clear_cut_avg,4.025668997,25.6340251,25.6340251,clear_cut_avg
809,SISSIBOO_BEAR.1,37,0.399464966,agri_avg,8.349185068,24.81431119,24.81431119,agri_avg
810,SISSIBOO_BEAR.1,37,0.399464966,Impv_avg,0.070601745,1.006091934,1.006091934,Impv_avg
811,SISSIBOO_BEAR.1,37,0.399464966,N_Leach_avg,4.862534548,14.50399185,14.50399185,N_Leach_avg
812,SISSIBOO_BEAR.1,37,0.399464966,P_Leach_avg,0,0,0,P_Leach_avg
813,SISSIBOO_BEAR.1,37,0.399464966,pesticide_avg,0,0,0,pesticide_avg
814,SISSIBOO_BEAR.1,37,0.399464966,pollution_avg,0,0,0,pollution_avg
353,PARRSBORO,17,0.402949994,SARproportion,0,0,0,SARproportion
354,PARRSBORO,17,0.402949994,detections,1,8.333333333,8.333333333,detections
355,PARRSBORO,17,0.402949994,BoatLaunch,0,0,0,BoatLaunch
356,PARRSBORO,17,0.402949994,EBSAproportion,1,20,20,EBSAproportion
357,PARRSBORO,17,0.402949994,NSResproportion,0,0,0,NSResproportion
358,PARRSBORO,17,0.402949994,nativeFish,8,38.0952381,38.0952381,nativeFish
359,PARRSBORO,17,0.402949994,RecFishproportion,1,0,0,RecFishproportion
360,PARRSBORO,17,0.402949994,NSParksproportion,8,27.5862069,27.5862069,NSParksproportion
361,PARRSBORO,17,0.402949994,salmon_stat_avg,0,0,0,salmon_stat_avg
362,PARRSBORO,17,0.402949994,habitat_suitability_avg,0.264368421,25.60188206,25.60188206,habitat_suitability_avg
363,PARRSBORO,17,0.402949994,road_desnity_avg,2.787433765,77.99118367,77.99118367,road_desnity_avg
364,PARRSBORO,17,0.402949994,Temp_Vel_avg,4.224547785,9.303170305,9.303170305,Temp_Vel_avg
365,PARRSBORO,17,0.402949994,X_stream_avg,0.716412143,60.49826172,60.49826172,X_stream_avg
366,PARRSBORO,17,0.402949994,AqBarrier_avg,0.02388588,4.429352285,4.429352285,AqBarrier_avg
367,PARRSBORO,17,0.402949994,urban_land_avg,7.350325968,27.83554888,27.83554888,urban_land_avg
368,PARRSBORO,17,0.402949994,clear_cut_avg,9.458896706,63.7254912,63.7254912,clear_cut_avg
369,PARRSBORO,17,0.402949994,agri_avg,4.920636136,14.57819566,14.57819566,agri_avg
370,PARRSBORO,17,0.402949994,Impv_avg,0.070934774,1.014867101,1.014867101,Impv_avg
371,PARRSBORO,17,0.402949994,N_Leach_avg,8.29502084,24.74242877,24.74242877,N_Leach_avg
372,PARRSBORO,17,0.402949994,P_Leach_avg,0.00032024,0.061711365,0.061711365,P_Leach_avg
373,PARRSBORO,17,0.402949994,pesticide_avg,0.245257822,19.1797407,19.1797407,pesticide_avg
374,PARRSBORO,17,0.402949994,pollution_avg,0,0,0,pollution_avg
991,TRACADIE,46,0.408955558,SARproportion,0,0,0,SARproportion
992,TRACADIE,46,0.408955558,detections,2,16.66666667,16.66666667,detections
993,TRACADIE,46,0.408955558,BoatLaunch,0,0,0,BoatLaunch
994,TRACADIE,46,0.408955558,EBSAproportion,1,20,20,EBSAproportion
995,TRACADIE,46,0.408955558,NSResproportion,2,40,40,NSResproportion
996,TRACADIE,46,0.408955558,nativeFish,7,33.33333333,33.33333333,nativeFish
997,TRACADIE,46,0.408955558,RecFishproportion,3,50,50,RecFishproportion
998,TRACADIE,46,0.408955558,NSParksproportion,2,6.896551724,6.896551724,NSParksproportion
999,TRACADIE,46,0.408955558,salmon_stat_avg,0,0,0,salmon_stat_avg
1000,TRACADIE,46,0.408955558,habitat_suitability_avg,0.751886731,75.39233965,75.39233965,habitat_suitability_avg
1001,TRACADIE,46,0.408955558,road_desnity_avg,2.65824765,73.04610221,73.04610221,road_desnity_avg
1002,TRACADIE,46,0.408955558,Temp_Vel_avg,0.820385035,1.806626906,1.806626906,Temp_Vel_avg
1003,TRACADIE,46,0.408955558,X_stream_avg,1.030621047,92.42579404,92.42579404,X_stream_avg
1004,TRACADIE,46,0.408955558,AqBarrier_avg,0.055772177,10.34228656,10.34228656,AqBarrier_avg
1005,TRACADIE,46,0.408955558,urban_land_avg,9.555679858,39.08084738,39.08084738,urban_land_avg
1006,TRACADIE,46,0.408955558,clear_cut_avg,5.14136062,33.45595562,33.45595562,clear_cut_avg
1007,TRACADIE,46,0.408955558,agri_avg,9.677508381,28.78009123,28.78009123,agri_avg
1008,TRACADIE,46,0.408955558,Impv_avg,0.222017943,4.995845442,4.995845442,Impv_avg
1009,TRACADIE,46,0.408955558,N_Leach_avg,14.98648822,44.70177043,44.70177043,N_Leach_avg
1010,TRACADIE,46,0.408955558,P_Leach_avg,0.000205754,0.039649539,0.039649539,P_Leach_avg
1011,TRACADIE,46,0.408955558,pesticide_avg,0.030454554,2.381618062,2.381618062,pesticide_avg
1012,TRACADIE,46,0.408955558,pollution_avg,0,0,0,pollution_avg
287,KELLY_MACCAN.HEBERT,14,0.409894706,SARproportion,0,0,0,SARproportion
288,KELLY_MACCAN.HEBERT,14,0.409894706,detections,1,8.333333333,8.333333333,detections
289,KELLY_MACCAN.HEBERT,14,0.409894706,BoatLaunch,0,0,0,BoatLaunch
290,KELLY_MACCAN.HEBERT,14,0.409894706,EBSAproportion,1,20,20,EBSAproportion
291,KELLY_MACCAN.HEBERT,14,0.409894706,NSResproportion,1,20,20,NSResproportion
292,KELLY_MACCAN.HEBERT,14,0.409894706,nativeFish,15,71.42857143,71.42857143,nativeFish
293,KELLY_MACCAN.HEBERT,14,0.409894706,RecFishproportion,2,25,25,RecFishproportion
294,KELLY_MACCAN.HEBERT,14,0.409894706,NSParksproportion,8,27.5862069,27.5862069,NSParksproportion
295,KELLY_MACCAN.HEBERT,14,0.409894706,salmon_stat_avg,0,0,0,salmon_stat_avg
296,KELLY_MACCAN.HEBERT,14,0.409894706,habitat_suitability_avg,0.054943867,4.213261034,4.213261034,habitat_suitability_avg
297,KELLY_MACCAN.HEBERT,14,0.409894706,road_desnity_avg,2.183941171,54.89024874,54.89024874,road_desnity_avg
298,KELLY_MACCAN.HEBERT,14,0.409894706,Temp_Vel_avg,4.757434921,10.4766781,10.4766781,Temp_Vel_avg
299,KELLY_MACCAN.HEBERT,14,0.409894706,X_stream_avg,0.520858351,40.62756432,40.62756432,X_stream_avg
300,KELLY_MACCAN.HEBERT,14,0.409894706,AqBarrier_avg,0.022401227,4.154041003,4.154041003,AqBarrier_avg
301,KELLY_MACCAN.HEBERT,14,0.409894706,urban_land_avg,6.805874533,25.05934188,25.05934188,urban_land_avg
302,KELLY_MACCAN.HEBERT,14,0.409894706,clear_cut_avg,6.655909157,44.07420638,44.07420638,clear_cut_avg
303,KELLY_MACCAN.HEBERT,14,0.409894706,agri_avg,8.993394148,26.73763173,26.73763173,agri_avg
304,KELLY_MACCAN.HEBERT,14,0.409894706,Impv_avg,0.179339998,3.87129944,3.87129944,Impv_avg
305,KELLY_MACCAN.HEBERT,14,0.409894706,N_Leach_avg,10.01263529,29.86573756,29.86573756,N_Leach_avg
306,KELLY_MACCAN.HEBERT,14,0.409894706,P_Leach_avg,0.02250722,4.337221287,4.337221287,P_Leach_avg
307,KELLY_MACCAN.HEBERT,14,0.409894706,pesticide_avg,0.373126378,29.17936368,29.17936368,pesticide_avg
308,KELLY_MACCAN.HEBERT,14,0.409894706,pollution_avg,0,0,0,pollution_avg
441,SHUBENACADIE_STEWIACKE,21,0.411615935,SARproportion,0.417240444,41.87974842,41.87974842,SARproportion
442,SHUBENACADIE_STEWIACKE,21,0.411615935,detections,6,50,50,detections
443,SHUBENACADIE_STEWIACKE,21,0.411615935,BoatLaunch,1,50,50,BoatLaunch
444,SHUBENACADIE_STEWIACKE,21,0.411615935,EBSAproportion,1,20,20,EBSAproportion
445,SHUBENACADIE_STEWIACKE,21,0.411615935,NSResproportion,2,40,40,NSResproportion
446,SHUBENACADIE_STEWIACKE,21,0.411615935,nativeFish,19,90.47619048,90.47619048,nativeFish
447,SHUBENACADIE_STEWIACKE,21,0.411615935,RecFishproportion,4,75,75,RecFishproportion
448,SHUBENACADIE_STEWIACKE,21,0.411615935,NSParksproportion,10,34.48275862,34.48275862,NSParksproportion
449,SHUBENACADIE_STEWIACKE,21,0.411615935,salmon_stat_avg,0.121153846,15.14423077,15.14423077,salmon_stat_avg
450,SHUBENACADIE_STEWIACKE,21,0.411615935,habitat_suitability_avg,0.45070978,44.63300631,44.63300631,habitat_suitability_avg
451,SHUBENACADIE_STEWIACKE,21,0.411615935,road_desnity_avg,2.75546238,76.76735937,76.76735937,road_desnity_avg
452,SHUBENACADIE_STEWIACKE,21,0.411615935,Temp_Vel_avg,9.363043691,20.61900929,20.61900929,Temp_Vel_avg
453,SHUBENACADIE_STEWIACKE,21,0.411615935,X_stream_avg,1.002226959,89.54060161,89.54060161,X_stream_avg
454,SHUBENACADIE_STEWIACKE,21,0.411615935,AqBarrier_avg,0.044393297,8.232208751,8.232208751,AqBarrier_avg
455,SHUBENACADIE_STEWIACKE,21,0.411615935,urban_land_avg,12.38573424,53.51155006,53.51155006,urban_land_avg
456,SHUBENACADIE_STEWIACKE,21,0.411615935,clear_cut_avg,6.591786074,43.62464999,43.62464999,clear_cut_avg
457,SHUBENACADIE_STEWIACKE,21,0.411615935,agri_avg,8.666685977,25.76222708,25.76222708,agri_avg
458,SHUBENACADIE_STEWIACKE,21,0.411615935,Impv_avg,0.991871226,25.28115752,25.28115752,Impv_avg
459,SHUBENACADIE_STEWIACKE,21,0.411615935,N_Leach_avg,29.53791217,88.10582903,88.10582903,N_Leach_avg
460,SHUBENACADIE_STEWIACKE,21,0.411615935,P_Leach_avg,0.134032491,25.82853741,25.82853741,P_Leach_avg
461,SHUBENACADIE_STEWIACKE,21,0.411615935,pesticide_avg,0.092035799,7.197416743,7.197416743,pesticide_avg
462,SHUBENACADIE_STEWIACKE,21,0.411615935,pollution_avg,0.000549945,0.830117967,0.830117967,pollution_avg
485,KENNETCOOK,23,0.412937216,SARproportion,0,0,0,SARproportion
486,KENNETCOOK,23,0.412937216,detections,1,8.333333333,8.333333333,detections
487,KENNETCOOK,23,0.412937216,BoatLaunch,0,0,0,BoatLaunch
488,KENNETCOOK,23,0.412937216,EBSAproportion,1,20,20,EBSAproportion
489,KENNETCOOK,23,0.412937216,NSResproportion,0,0,0,NSResproportion
490,KENNETCOOK,23,0.412937216,nativeFish,14,66.66666667,66.66666667,nativeFish
491,KENNETCOOK,23,0.412937216,RecFishproportion,1,0,0,RecFishproportion
492,KENNETCOOK,23,0.412937216,NSParksproportion,4,13.79310345,13.79310345,NSParksproportion
493,KENNETCOOK,23,0.412937216,salmon_stat_avg,0,0,0,salmon_stat_avg
494,KENNETCOOK,23,0.412937216,habitat_suitability_avg,0.217456812,20.81077898,20.81077898,habitat_suitability_avg
495,KENNETCOOK,23,0.412937216,road_desnity_avg,1.995898888,47.69222744,47.69222744,road_desnity_avg
496,KENNETCOOK,23,0.412937216,Temp_Vel_avg,2.568395735,5.656042764,5.656042764,Temp_Vel_avg
497,KENNETCOOK,23,0.412937216,X_stream_avg,0.815688961,70.58602105,70.58602105,X_stream_avg
498,KENNETCOOK,23,0.412937216,AqBarrier_avg,0.019742133,3.660943754,3.660943754,AqBarrier_avg
499,KENNETCOOK,23,0.412937216,urban_land_avg,4.779363156,14.7259775,14.7259775,urban_land_avg
500,KENNETCOOK,23,0.412937216,clear_cut_avg,7.199454063,47.88491034,47.88491034,clear_cut_avg
501,KENNETCOOK,23,0.412937216,agri_avg,8.656336003,25.73132668,25.73132668,agri_avg
502,KENNETCOOK,23,0.412937216,Impv_avg,0.04640102,0.368412941,0.368412941,Impv_avg
503,KENNETCOOK,23,0.412937216,N_Leach_avg,21.5993126,64.42653537,64.42653537,N_Leach_avg
504,KENNETCOOK,23,0.412937216,P_Leach_avg,0.102024958,19.66057215,19.66057215,P_Leach_avg
505,KENNETCOOK,23,0.412937216,pesticide_avg,0.036123289,2.824926463,2.824926463,pesticide_avg
506,KENNETCOOK,23,0.412937216,pollution_avg,0,0,0,pollution_avg
199,TIDNISH_SHINIMICAS,10,0.422567525,SARproportion,0,0,0,SARproportion
200,TIDNISH_SHINIMICAS,10,0.422567525,detections,1,8.333333333,8.333333333,detections
201,TIDNISH_SHINIMICAS,10,0.422567525,BoatLaunch,0,0,0,BoatLaunch
202,TIDNISH_SHINIMICAS,10,0.422567525,EBSAproportion,1,20,20,EBSAproportion
203,TIDNISH_SHINIMICAS,10,0.422567525,NSResproportion,0,0,0,NSResproportion
204,TIDNISH_SHINIMICAS,10,0.422567525,nativeFish,10,47.61904762,47.61904762,nativeFish
205,TIDNISH_SHINIMICAS,10,0.422567525,RecFishproportion,1,0,0,RecFishproportion
206,TIDNISH_SHINIMICAS,10,0.422567525,NSParksproportion,5,17.24137931,17.24137931,NSParksproportion
207,TIDNISH_SHINIMICAS,10,0.422567525,salmon_stat_avg,0,0,0,salmon_stat_avg
208,TIDNISH_SHINIMICAS,10,0.422567525,habitat_suitability_avg,0.464490446,46.0404317,46.0404317,habitat_suitability_avg
209,TIDNISH_SHINIMICAS,10,0.422567525,road_desnity_avg,2.284267668,58.73062046,58.73062046,road_desnity_avg
210,TIDNISH_SHINIMICAS,10,0.422567525,Temp_Vel_avg,4.928804334,10.8540626,10.8540626,Temp_Vel_avg
211,TIDNISH_SHINIMICAS,10,0.422567525,X_stream_avg,0.679677013,56.76551556,56.76551556,X_stream_avg
212,TIDNISH_SHINIMICAS,10,0.422567525,AqBarrier_avg,0.037933687,7.03435098,7.03435098,AqBarrier_avg
213,TIDNISH_SHINIMICAS,10,0.422567525,urban_land_avg,7.273092079,27.44172631,27.44172631,urban_land_avg
214,TIDNISH_SHINIMICAS,10,0.422567525,clear_cut_avg,4.495436685,28.92748912,28.92748912,clear_cut_avg
215,TIDNISH_SHINIMICAS,10,0.422567525,agri_avg,19.90373258,59.31102852,59.31102852,agri_avg
216,TIDNISH_SHINIMICAS,10,0.422567525,Impv_avg,0.45328904,11.08974213,11.08974213,Impv_avg
217,TIDNISH_SHINIMICAS,10,0.422567525,N_Leach_avg,15.21056441,45.37014598,45.37014598,N_Leach_avg
218,TIDNISH_SHINIMICAS,10,0.422567525,P_Leach_avg,0.041263349,7.951594098,7.951594098,P_Leach_avg
219,TIDNISH_SHINIMICAS,10,0.422567525,pesticide_avg,0.21836667,17.07678912,17.07678912,pesticide_avg
220,TIDNISH_SHINIMICAS,10,0.422567525,pollution_avg,0,0,0,pollution_avg
529,MUSQUODOBOIT,25,0.435478054,SARproportion,0.417240444,41.87974842,41.87974842,SARproportion
530,MUSQUODOBOIT,25,0.435478054,detections,3,25,25,detections
531,MUSQUODOBOIT,25,0.435478054,BoatLaunch,2,100,100,BoatLaunch
532,MUSQUODOBOIT,25,0.435478054,EBSAproportion,2,40,40,EBSAproportion
533,MUSQUODOBOIT,25,0.435478054,NSResproportion,0,0,0,NSResproportion
534,MUSQUODOBOIT,25,0.435478054,nativeFish,17,80.95238095,80.95238095,nativeFish
535,MUSQUODOBOIT,25,0.435478054,RecFishproportion,2,25,25,RecFishproportion
536,MUSQUODOBOIT,25,0.435478054,NSParksproportion,11,37.93103448,37.93103448,NSParksproportion
537,MUSQUODOBOIT,25,0.435478054,salmon_stat_avg,0.258436214,32.30452675,32.30452675,salmon_stat_avg
538,MUSQUODOBOIT,25,0.435478054,habitat_suitability_avg,0.526860994,52.41036299,52.41036299,habitat_suitability_avg
539,MUSQUODOBOIT,25,0.435478054,road_desnity_avg,1.941709401,45.61792228,45.61792228,road_desnity_avg
540,MUSQUODOBOIT,25,0.435478054,Temp_Vel_avg,3.807055332,8.383781156,8.383781156,Temp_Vel_avg
541,MUSQUODOBOIT,25,0.435478054,X_stream_avg,0.615979348,50.29304066,50.29304066,X_stream_avg
542,MUSQUODOBOIT,25,0.435478054,AqBarrier_avg,0.0291179,5.399568028,5.399568028,AqBarrier_avg
543,MUSQUODOBOIT,25,0.435478054,urban_land_avg,8.107764681,31.69779723,31.69779723,urban_land_avg
544,MUSQUODOBOIT,25,0.435478054,clear_cut_avg,4.930029997,31.97435137,31.97435137,clear_cut_avg
545,MUSQUODOBOIT,25,0.435478054,agri_avg,3.36882079,9.945168247,9.945168247,agri_avg
546,MUSQUODOBOIT,25,0.435478054,Impv_avg,0.194279946,4.264960819,4.264960819,Impv_avg
547,MUSQUODOBOIT,25,0.435478054,N_Leach_avg,8.323454518,24.82724088,24.82724088,N_Leach_avg
548,MUSQUODOBOIT,25,0.435478054,P_Leach_avg,0.000443574,0.085478223,0.085478223,P_Leach_avg
549,MUSQUODOBOIT,25,0.435478054,pesticide_avg,0.033180041,2.594757556,2.594757556,pesticide_avg
550,MUSQUODOBOIT,25,0.435478054,pollution_avg,0,0,0,pollution_avg
111,SALMON_MIRA,6,0.442619048,SARproportion,0,0,0,SARproportion
112,SALMON_MIRA,6,0.442619048,detections,2,16.66666667,16.66666667,detections
113,SALMON_MIRA,6,0.442619048,BoatLaunch,0,0,0,BoatLaunch
114,SALMON_MIRA,6,0.442619048,EBSAproportion,1,20,20,EBSAproportion
115,SALMON_MIRA,6,0.442619048,NSResproportion,0,0,0,NSResproportion
116,SALMON_MIRA,6,0.442619048,nativeFish,3,14.28571429,14.28571429,nativeFish
117,SALMON_MIRA,6,0.442619048,RecFishproportion,2,25,25,RecFishproportion
118,SALMON_MIRA,6,0.442619048,NSParksproportion,0,0,0,NSParksproportion
119,SALMON_MIRA,6,0.442619048,salmon_stat_avg,0.4,50,50,salmon_stat_avg
120,SALMON_MIRA,6,0.442619048,habitat_suitability_avg,0.992830189,100,100,habitat_suitability_avg
121,SALMON_MIRA,6,0.442619048,road_desnity_avg,3.010695161,86.53734815,86.53734815,road_desnity_avg
122,SALMON_MIRA,6,0.442619048,Temp_Vel_avg,3.025521981,6.662712243,6.662712243,Temp_Vel_avg
123,SALMON_MIRA,6,0.442619048,X_stream_avg,0.902005432,79.35684803,79.35684803,X_stream_avg
124,SALMON_MIRA,6,0.442619048,AqBarrier_avg,0.013858728,2.569936209,2.569936209,AqBarrier_avg
125,SALMON_MIRA,6,0.442619048,urban_land_avg,14.62670604,64.93846749,64.93846749,urban_land_avg
126,SALMON_MIRA,6,0.442619048,clear_cut_avg,2.654189203,16.01880577,16.01880577,clear_cut_avg
127,SALMON_MIRA,6,0.442619048,agri_avg,11.5225843,34.28866371,34.28866371,agri_avg
128,SALMON_MIRA,6,0.442619048,Impv_avg,0.260516646,6.01027016,6.01027016,Impv_avg
129,SALMON_MIRA,6,0.442619048,N_Leach_avg,31.50353375,93.9688947,93.9688947,N_Leach_avg
130,SALMON_MIRA,6,0.442619048,P_Leach_avg,0,0,0,P_Leach_avg
131,SALMON_MIRA,6,0.442619048,pesticide_avg,0,0,0,pesticide_avg
132,SALMON_MIRA,6,0.442619048,pollution_avg,0.066248987,100,100,pollution_avg
1057,FRENCH,49,0.455236293,SARproportion,0,0,0,SARproportion
1058,FRENCH,49,0.455236293,detections,3,25,25,detections
1059,FRENCH,49,0.455236293,BoatLaunch,0,0,0,BoatLaunch
1060,FRENCH,49,0.455236293,EBSAproportion,0,0,0,EBSAproportion
1061,FRENCH,49,0.455236293,NSResproportion,0,0,0,NSResproportion
1062,FRENCH,49,0.455236293,nativeFish,3,14.28571429,14.28571429,nativeFish
1063,FRENCH,49,0.455236293,RecFishproportion,2,25,25,RecFishproportion
1064,FRENCH,49,0.455236293,NSParksproportion,3,10.34482759,10.34482759,NSParksproportion
1065,FRENCH,49,0.455236293,salmon_stat_avg,0.8,100,100,salmon_stat_avg
1066,FRENCH,49,0.455236293,habitat_suitability_avg,0.802933333,80.60575137,80.60575137,habitat_suitability_avg
1067,FRENCH,49,0.455236293,road_desnity_avg,2.50378663,67.13352929,67.13352929,road_desnity_avg
1068,FRENCH,49,0.455236293,Temp_Vel_avg,23.63336181,52.04466868,52.04466868,Temp_Vel_avg
1069,FRENCH,49,0.455236293,X_stream_avg,1.105161193,100,100,X_stream_avg
1070,FRENCH,49,0.455236293,AqBarrier_avg,0.005774458,1.07080455,1.07080455,AqBarrier_avg
1071,FRENCH,49,0.455236293,urban_land_avg,8.459760283,33.49265457,33.49265457,urban_land_avg
1072,FRENCH,49,0.455236293,clear_cut_avg,4.813663943,31.1585281,31.1585281,clear_cut_avg
1073,FRENCH,49,0.455236293,agri_avg,6.256463463,18.56637932,18.56637932,agri_avg
1074,FRENCH,49,0.455236293,Impv_avg,0.093067357,1.598051416,1.598051416,Impv_avg
1075,FRENCH,49,0.455236293,N_Leach_avg,5.739706476,17.12042458,17.12042458,N_Leach_avg
1076,FRENCH,49,0.455236293,P_Leach_avg,0.00058305,0.112355752,0.112355752,P_Leach_avg
1077,FRENCH,49,0.455236293,pesticide_avg,0.003254238,0.25448909,0.25448909,pesticide_avg
1078,FRENCH,49,0.455236293,pollution_avg,0,0,0,pollution_avg
771,METEGHAN,36,0.456069327,SARproportion,0,0,0,SARproportion
772,METEGHAN,36,0.456069327,detections,2,16.66666667,16.66666667,detections
773,METEGHAN,36,0.456069327,BoatLaunch,0,0,0,BoatLaunch
774,METEGHAN,36,0.456069327,EBSAproportion,1,20,20,EBSAproportion
775,METEGHAN,36,0.456069327,NSResproportion,0,0,0,NSResproportion
776,METEGHAN,36,0.456069327,nativeFish,15,71.42857143,71.42857143,nativeFish
777,METEGHAN,36,0.456069327,RecFishproportion,2,25,25,RecFishproportion
778,METEGHAN,36,0.456069327,NSParksproportion,2,6.896551724,6.896551724,NSParksproportion
779,METEGHAN,36,0.456069327,salmon_stat_avg,0.2875,35.9375,35.9375,salmon_stat_avg
780,METEGHAN,36,0.456069327,habitat_suitability_avg,0.635183333,63.47337073,63.47337073,habitat_suitability_avg
781,METEGHAN,36,0.456069327,road_desnity_avg,2.525460378,67.96317299,67.96317299,road_desnity_avg
782,METEGHAN,36,0.456069327,Temp_Vel_avg,5.168375801,11.38163958,11.38163958,Temp_Vel_avg
783,METEGHAN,36,0.456069327,X_stream_avg,0.525054686,41.05396412,41.05396412,X_stream_avg
784,METEGHAN,36,0.456069327,AqBarrier_avg,0.042513574,7.883636514,7.883636514,AqBarrier_avg
785,METEGHAN,36,0.456069327,urban_land_avg,8.142422782,31.87452201,31.87452201,urban_land_avg
786,METEGHAN,36,0.456069327,clear_cut_avg,4.63300548,29.89196132,29.89196132,clear_cut_avg
787,METEGHAN,36,0.456069327,agri_avg,7.862876988,23.36241251,23.36241251,agri_avg
788,METEGHAN,36,0.456069327,Impv_avg,0.075414398,1.132903316,1.132903316,Impv_avg
789,METEGHAN,36,0.456069327,N_Leach_avg,0.917747683,2.737462283,2.737462283,N_Leach_avg
790,METEGHAN,36,0.456069327,P_Leach_avg,0.010234942,1.972309767,1.972309767,P_Leach_avg
791,METEGHAN,36,0.456069327,pesticide_avg,0,0,0,pesticide_avg
792,METEGHAN,36,0.456069327,pollution_avg,0,0,0,pollution_avg
67,INDIAN,4,0.457105127,SARproportion,0,0,0,SARproportion
68,INDIAN,4,0.457105127,detections,2,16.66666667,16.66666667,detections
69,INDIAN,4,0.457105127,BoatLaunch,0,0,0,BoatLaunch
70,INDIAN,4,0.457105127,EBSAproportion,1,20,20,EBSAproportion
71,INDIAN,4,0.457105127,NSResproportion,0,0,0,NSResproportion
72,INDIAN,4,0.457105127,nativeFish,3,14.28571429,14.28571429,nativeFish
73,INDIAN,4,0.457105127,RecFishproportion,2,25,25,RecFishproportion
74,INDIAN,4,0.457105127,NSParksproportion,6,20.68965517,20.68965517,NSParksproportion
75,INDIAN,4,0.457105127,salmon_stat_avg,0.4,50,50,salmon_stat_avg
76,INDIAN,4,0.457105127,habitat_suitability_avg,0.932088496,93.7964244,93.7964244,habitat_suitability_avg
77,INDIAN,4,0.457105127,road_desnity_avg,1.242250007,18.84349937,18.84349937,road_desnity_avg
78,INDIAN,4,0.457105127,Temp_Vel_avg,0.939653134,2.069275477,2.069275477,Temp_Vel_avg
79,INDIAN,4,0.457105127,X_stream_avg,0.37127507,25.42804264,25.42804264,X_stream_avg
80,INDIAN,4,0.457105127,AqBarrier_avg,0.016859613,3.126414681,3.126414681,AqBarrier_avg
81,INDIAN,4,0.457105127,urban_land_avg,4.040006855,10.95593301,10.95593301,urban_land_avg
82,INDIAN,4,0.457105127,clear_cut_avg,3.56103732,22.37656881,22.37656881,clear_cut_avg
83,INDIAN,4,0.457105127,agri_avg,0.229463572,0.572449982,0.572449982,agri_avg
84,INDIAN,4,0.457105127,Impv_avg,0.052529787,0.529903398,0.529903398,Impv_avg
85,INDIAN,4,0.457105127,N_Leach_avg,0.28693154,0.855860802,0.855860802,N_Leach_avg
86,INDIAN,4,0.457105127,P_Leach_avg,0,0,0,P_Leach_avg
87,INDIAN,4,0.457105127,pesticide_avg,0,0,0,pesticide_avg
88,INDIAN,4,0.457105127,pollution_avg,0,0,0,pollution_avg
397,SALMON_DEBERT,19,0.460192749,SARproportion,0.562124794,56.42225075,56.42225075,SARproportion
398,SALMON_DEBERT,19,0.460192749,detections,5,41.66666667,41.66666667,detections
399,SALMON_DEBERT,19,0.460192749,BoatLaunch,0,0,0,BoatLaunch
400,SALMON_DEBERT,19,0.460192749,EBSAproportion,1,20,20,EBSAproportion
401,SALMON_DEBERT,19,0.460192749,NSResproportion,4,80,80,NSResproportion
402,SALMON_DEBERT,19,0.460192749,nativeFish,11,52.38095238,52.38095238,nativeFish
403,SALMON_DEBERT,19,0.460192749,RecFishproportion,3,50,50,RecFishproportion
404,SALMON_DEBERT,19,0.460192749,NSParksproportion,3,10.34482759,10.34482759,NSParksproportion
405,SALMON_DEBERT,19,0.460192749,salmon_stat_avg,0.128089888,16.01123596,16.01123596,salmon_stat_avg
406,SALMON_DEBERT,19,0.460192749,habitat_suitability_avg,0.177207987,16.70014889,16.70014889,habitat_suitability_avg
407,SALMON_DEBERT,19,0.460192749,road_desnity_avg,2.756595615,76.8107382,76.8107382,road_desnity_avg
408,SALMON_DEBERT,19,0.460192749,Temp_Vel_avg,1.066404983,2.348404534,2.348404534,Temp_Vel_avg
409,SALMON_DEBERT,19,0.460192749,X_stream_avg,0.740511192,62.94702475,62.94702475,X_stream_avg
410,SALMON_DEBERT,19,0.460192749,AqBarrier_avg,0.029471167,5.465077219,5.465077219,AqBarrier_avg
411,SALMON_DEBERT,19,0.460192749,urban_land_avg,11.56813437,49.34253455,49.34253455,urban_land_avg
412,SALMON_DEBERT,19,0.460192749,clear_cut_avg,7.139867041,47.46715553,47.46715553,clear_cut_avg
413,SALMON_DEBERT,19,0.460192749,agri_avg,10.12749916,30.12356268,30.12356268,agri_avg
414,SALMON_DEBERT,19,0.460192749,Impv_avg,0.754194787,19.01848273,19.01848273,Impv_avg
415,SALMON_DEBERT,19,0.460192749,N_Leach_avg,20.84029479,62.16253333,62.16253333,N_Leach_avg
416,SALMON_DEBERT,19,0.460192749,P_Leach_avg,0.072962102,14.06005647,14.06005647,P_Leach_avg
417,SALMON_DEBERT,19,0.460192749,pesticide_avg,0.13991179,10.94143233,10.94143233,pesticide_avg
418,SALMON_DEBERT,19,0.460192749,pollution_avg,0.008948445,13.50729324,13.50729324,pollution_avg
947,NEW_HBR.SALMON,44,0.461859637,SARproportion,0,0,0,SARproportion
